transcript_id	gene_id	gene_name	type	gene_id.short	transcript_id.short	has_geneQTL	has_isofQTL	class	shared_isof	distinct_isof	subclass
ENSG00000250575.1	ENSG00000250575.1	RP4-669L17.8	gene	ENSG00000250575	ENSG00000250575	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000187961.14_6	ENSG00000187961.14_6	KLHL17	gene	ENSG00000187961	ENSG00000187961	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000272512.1_6	ENSG00000272512.1_6	AL645608.7	gene	ENSG00000272512	ENSG00000272512	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000188290.11_5	ENSG00000188290.11_5	HES4	gene	ENSG00000188290	ENSG00000188290	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000188157.15_6	ENSG00000188157.15_6	AGRN	gene	ENSG00000188157	ENSG00000188157	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000217801.10_7	ENSG00000217801.10_7	AL390719.1	gene	ENSG00000217801	ENSG00000217801	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000131591.17_10	ENSG00000131591.17_10	C1orf159	gene	ENSG00000131591	ENSG00000131591	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000176022.7_8	ENSG00000176022.7_8	B3GALT6	gene	ENSG00000176022	ENSG00000176022	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000224051.7_4	ENSG00000224051.7_4	CPTP	gene	ENSG00000224051	ENSG00000224051	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000224870.7_8	ENSG00000224870.7_8	MRPL20-AS1	gene	ENSG00000224870	ENSG00000224870	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000242485.6_5	ENSG00000242485.6_5	MRPL20	gene	ENSG00000242485	ENSG00000242485	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000235098.8_5	ENSG00000235098.8_5	ANKRD65	gene	ENSG00000235098	ENSG00000235098	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000225285.1_7	ENSG00000225285.1_7	LINC01770	gene	ENSG00000225285	ENSG00000225285	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000179403.12_6	ENSG00000179403.12_6	VWA1	gene	ENSG00000179403	ENSG00000179403	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000197785.14_7	ENSG00000197785.14_7	ATAD3A	gene	ENSG00000197785	ENSG00000197785	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000205090.9_5	ENSG00000205090.9_5	TMEM240	gene	ENSG00000205090	ENSG00000205090	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000272106.1_6	ENSG00000272106.1_6	AL691432.2	gene	ENSG00000272106	ENSG00000272106	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000189409.14_7	ENSG00000189409.14_7	MMP23B	gene	ENSG00000189409	ENSG00000189409	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000189339.12_5	ENSG00000189339.12_5	SLC35E2B	gene	ENSG00000189339	ENSG00000189339	TRUE	TRUE	eGene eIsof	TRUE	TRUE	Shared Distinct
ENSG00000008128.23_7	ENSG00000008128.23_7	CDK11A	gene	ENSG00000008128	ENSG00000008128	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000215790.7_7	ENSG00000215790.7_7	SLC35E2A	gene	ENSG00000215790	ENSG00000215790	TRUE	TRUE	eGene eIsof	FALSE	TRUE	Distinct only
ENSG00000116151.14_8	ENSG00000116151.14_8	MORN1	gene	ENSG00000116151	ENSG00000116151	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000157873.17_6	ENSG00000157873.17_6	TNFRSF14	gene	ENSG00000157873	ENSG00000157873	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000130762.15_6	ENSG00000130762.15_6	ARHGEF16	gene	ENSG00000130762	ENSG00000130762	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000158109.15_4	ENSG00000158109.15_4	TPRG1L	gene	ENSG00000158109	ENSG00000158109	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000116213.16_5	ENSG00000116213.16_5	WRAP73	gene	ENSG00000116213	ENSG00000116213	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000227372.12_8	ENSG00000227372.12_8	TP73-AS1	gene	ENSG00000227372	ENSG00000227372	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000235169.9_7	ENSG00000235169.9_7	SMIM1	gene	ENSG00000235169	ENSG00000235169	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000130764.10_5	ENSG00000130764.10_5	LRRC47	gene	ENSG00000130764	ENSG00000130764	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000116198.13_7	ENSG00000116198.13_7	CEP104	gene	ENSG00000116198	ENSG00000116198	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000198912.11_5	ENSG00000198912.11_5	C1orf174	gene	ENSG00000198912	ENSG00000198912	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000131697.18_7	ENSG00000131697.18_7	NPHP4	gene	ENSG00000131697	ENSG00000131697	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000158286.13_4	ENSG00000158286.13_4	RNF207	gene	ENSG00000158286	ENSG00000158286	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000158292.7_5	ENSG00000158292.7_5	GPR153	gene	ENSG00000158292	ENSG00000158292	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000187017.17_8	ENSG00000187017.17_8	ESPN	gene	ENSG00000187017	ENSG00000187017	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000171680.22_6	ENSG00000171680.22_6	PLEKHG5	gene	ENSG00000171680	ENSG00000171680	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000204859.13_5	ENSG00000204859.13_5	ZBTB48	gene	ENSG00000204859	ENSG00000204859	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000171735.19_5	ENSG00000171735.19_5	CAMTA1	gene	ENSG00000171735	ENSG00000171735	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000049245.13_5	ENSG00000049245.13_5	VAMP3	gene	ENSG00000049245	ENSG00000049245	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000116288.13_5	ENSG00000116288.13_5	PARK7	gene	ENSG00000116288	ENSG00000116288	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000180758.12_6	ENSG00000180758.12_6	GPR157	gene	ENSG00000180758	ENSG00000180758	TRUE	TRUE	eGene eIsof	TRUE	FALSE	Shared only
ENSG00000049239.13_4	ENSG00000049239.13_4	H6PD	gene	ENSG00000049239	ENSG00000049239	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000231789.2_8	ENSG00000231789.2_8	PIK3CD-AS2	gene	ENSG00000231789	ENSG00000231789	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000178585.15_5	ENSG00000178585.15_5	CTNNBIP1	gene	ENSG00000178585	ENSG00000178585	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000054523.17_5	ENSG00000054523.17_5	KIF1B	gene	ENSG00000054523	ENSG00000054523	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000142657.21_5	ENSG00000142657.21_5	PGD	gene	ENSG00000142657	ENSG00000142657	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000120948.18_8	ENSG00000120948.18_8	TARDBP	gene	ENSG00000120948	ENSG00000120948	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000132879.14_6	ENSG00000132879.14_6	FBXO44	gene	ENSG00000132879	ENSG00000132879	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000116663.11_4	ENSG00000116663.11_4	FBXO6	gene	ENSG00000116663	ENSG00000116663	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000177674.16_7	ENSG00000177674.16_7	AGTRAP	gene	ENSG00000177674	ENSG00000177674	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000177000.13_8	ENSG00000177000.13_8	MTHFR	gene	ENSG00000177000	ENSG00000177000	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000011021.23_6	ENSG00000011021.23_6	CLCN6	gene	ENSG00000011021	ENSG00000011021	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000083444.17_5	ENSG00000083444.17_5	PLOD1	gene	ENSG00000083444	ENSG00000083444	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000048707.15_9	ENSG00000048707.15_9	VPS13D	gene	ENSG00000048707	ENSG00000048707	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000171729.14_6	ENSG00000171729.14_6	TMEM51	gene	ENSG00000171729	ENSG00000171729	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000142621.19_5	ENSG00000142621.19_5	FHAD1	gene	ENSG00000142621	ENSG00000142621	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000132906.18_8	ENSG00000132906.18_8	CASP9	gene	ENSG00000132906	ENSG00000132906	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000116138.13_4	ENSG00000116138.13_4	DNAJC16	gene	ENSG00000116138	ENSG00000116138	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000116786.13_6	ENSG00000116786.13_6	PLEKHM2	gene	ENSG00000116786	ENSG00000116786	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000162461.8_4	ENSG00000162461.8_4	SLC25A34	gene	ENSG00000162461	ENSG00000162461	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000162458.13_6	ENSG00000162458.13_6	FBLIM1	gene	ENSG00000162458	ENSG00000162458	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000065526.12_5	ENSG00000065526.12_5	SPEN	gene	ENSG00000065526	ENSG00000065526	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000186510.12_4	ENSG00000186510.12_4	CLCNKA	gene	ENSG00000186510	ENSG00000186510	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000232456.1_6	ENSG00000232456.1_6	AL355994.2	gene	ENSG00000232456	ENSG00000232456	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000237276.8_6	ENSG00000237276.8_6	ANO7L1	gene	ENSG00000237276	ENSG00000237276	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000288398.1_2	ENSG00000288398.1_2	AL109627.1	gene	ENSG00000288398	ENSG00000288398	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000132881.12_6	ENSG00000132881.12_6	CPLANE2	gene	ENSG00000132881	ENSG00000132881	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000157191.20_4	ENSG00000157191.20_4	NECAP2	gene	ENSG00000157191	ENSG00000157191	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000219481.10_5	ENSG00000219481.10_5	NBPF1	gene	ENSG00000219481	ENSG00000219481	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000215908.10_5	ENSG00000215908.10_5	CROCCP2	gene	ENSG00000215908	ENSG00000215908	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000283773.1_5	ENSG00000283773.1_5	AL137798.3	gene	ENSG00000283773	ENSG00000283773	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000058453.17_5	ENSG00000058453.17_5	CROCC	gene	ENSG00000058453	ENSG00000058453	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000238142.2_8	ENSG00000238142.2_8	BX284668.5	gene	ENSG00000238142	ENSG00000238142	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000117122.14_8	ENSG00000117122.14_8	MFAP2	gene	ENSG00000117122	ENSG00000117122	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000074964.17_5	ENSG00000074964.17_5	ARHGEF10L	gene	ENSG00000074964	ENSG00000074964	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000179023.8_3	ENSG00000179023.8_3	KLHDC7A	gene	ENSG00000179023	ENSG00000179023	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000127463.15_9	ENSG00000127463.15_9	EMC1	gene	ENSG00000127463	ENSG00000127463	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000053371.12_8	ENSG00000053371.12_8	AKR7A2	gene	ENSG00000053371	ENSG00000053371	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000040487.13_6	ENSG00000040487.13_6	SLC66A1	gene	ENSG00000040487	ENSG00000040487	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000173436.15_6	ENSG00000173436.15_6	MICOS10	gene	ENSG00000173436	ENSG00000173436	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000188257.11_5	ENSG00000188257.11_5	PLA2G2A	gene	ENSG00000188257	ENSG00000188257	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000090432.7_5	ENSG00000090432.7_5	MUL1	gene	ENSG00000090432	ENSG00000090432	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000158825.6_4	ENSG00000158825.6_4	CDA	gene	ENSG00000158825	ENSG00000158825	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000158828.8_5	ENSG00000158828.8_5	PINK1	gene	ENSG00000158828	ENSG00000158828	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000244038.10_7	ENSG00000244038.10_7	DDOST	gene	ENSG00000244038	ENSG00000244038	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000142794.18_4	ENSG00000142794.18_4	NBPF3	gene	ENSG00000142794	ENSG00000142794	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000142798.20_9	ENSG00000142798.20_9	HSPG2	gene	ENSG00000142798	ENSG00000142798	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000218510.8_9	ENSG00000218510.8_9	LINC00339	gene	ENSG00000218510	ENSG00000218510	TRUE	TRUE	eGene eIsof	TRUE	FALSE	Shared only
ENSG00000070831.17_9	ENSG00000070831.17_9	CDC42	gene	ENSG00000070831	ENSG00000070831	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000162552.15_5	ENSG00000162552.15_5	WNT4	gene	ENSG00000162552	ENSG00000162552	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000125944.20_7	ENSG00000125944.20_7	HNRNPR	gene	ENSG00000125944	ENSG00000125944	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000249087.7_7	ENSG00000249087.7_7	ZNF436-AS1	gene	ENSG00000249087	ENSG00000249087	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000204219.11_6	ENSG00000204219.11_6	TCEA3	gene	ENSG00000204219	ENSG00000204219	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000011007.12_4	ENSG00000011007.12_4	ELOA	gene	ENSG00000011007	ENSG00000011007	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000179163.11_4	ENSG00000179163.11_4	FUCA1	gene	ENSG00000179163	ENSG00000179163	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000189266.13_7	ENSG00000189266.13_7	PNRC2	gene	ENSG00000189266	ENSG00000189266	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000188529.15_6	ENSG00000188529.15_6	SRSF10	gene	ENSG00000188529	ENSG00000188529	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000185436.12_5	ENSG00000185436.12_5	IFNLR1	gene	ENSG00000185436	ENSG00000185436	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000001460.18_7	ENSG00000001460.18_7	STPG1	gene	ENSG00000001460	ENSG00000001460	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000184454.7_5	ENSG00000184454.7_5	NCMAP	gene	ENSG00000184454	ENSG00000184454	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000117614.10_6	ENSG00000117614.10_6	SYF2	gene	ENSG00000117614	ENSG00000117614	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000261349.1_6	ENSG00000261349.1_6	AL031432.2	gene	ENSG00000261349	ENSG00000261349	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000224183.1_4	ENSG00000224183.1_4	SDHDP6	gene	ENSG00000224183	ENSG00000224183	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000183726.11_4	ENSG00000183726.11_4	TMEM50A	gene	ENSG00000183726	ENSG00000183726	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000204178.11_5	ENSG00000204178.11_5	MACO1	gene	ENSG00000204178	ENSG00000204178	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000162430.17_8	ENSG00000162430.17_8	SELENON	gene	ENSG00000162430	ENSG00000162430	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000117640.18_6	ENSG00000117640.18_6	MTFR1L	gene	ENSG00000117640	ENSG00000117640	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000158008.10_4	ENSG00000158008.10_4	EXTL1	gene	ENSG00000158008	ENSG00000158008	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000142684.9_5	ENSG00000142684.9_5	ZNF593	gene	ENSG00000142684	ENSG00000142684	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000142675.18_4	ENSG00000142675.18_4	CNKSR1	gene	ENSG00000142675	ENSG00000142675	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000142669.15_5	ENSG00000142669.15_5	SH3BGRL3	gene	ENSG00000142669	ENSG00000142669	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000158062.20_6	ENSG00000158062.20_6	UBXN11	gene	ENSG00000158062	ENSG00000158062	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000176092.15_8	ENSG00000176092.15_8	CRYBG2	gene	ENSG00000176092	ENSG00000176092	TRUE	TRUE	eGene eIsof	TRUE	FALSE	Shared only
ENSG00000198830.11_4	ENSG00000198830.11_4	HMGN2	gene	ENSG00000198830	ENSG00000198830	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000060642.11_7	ENSG00000060642.11_7	PIGV	gene	ENSG00000060642	ENSG00000060642	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000175793.12_5	ENSG00000175793.12_5	SFN	gene	ENSG00000175793	ENSG00000175793	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000131910.5_5	ENSG00000131910.5_5	NR0B2	gene	ENSG00000131910	ENSG00000131910	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000142733.17_8	ENSG00000142733.17_8	MAP3K6	gene	ENSG00000142733	ENSG00000142733	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000117758.14_5	ENSG00000117758.14_5	STX12	gene	ENSG00000117758	ENSG00000117758	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000130775.16_4	ENSG00000130775.16_4	THEMIS2	gene	ENSG00000130775	ENSG00000130775	TRUE	TRUE	eGene eIsof	TRUE	FALSE	Shared only
ENSG00000117748.10_5	ENSG00000117748.10_5	RPA2	gene	ENSG00000117748	ENSG00000117748	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000130768.15_5	ENSG00000130768.15_5	SMPDL3B	gene	ENSG00000130768	ENSG00000130768	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000228589.3_4	ENSG00000228589.3_4	SPCS2P4	gene	ENSG00000228589	ENSG00000228589	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000126698.11_5	ENSG00000126698.11_5	DNAJC8	gene	ENSG00000126698	ENSG00000126698	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000130770.18_5	ENSG00000130770.18_5	ATP5IF1	gene	ENSG00000130770	ENSG00000130770	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000270605.1_6	ENSG00000270605.1_6	AL353622.1	gene	ENSG00000270605	ENSG00000270605	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000180198.16_6	ENSG00000180198.16_6	RCC1	gene	ENSG00000180198	ENSG00000180198	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000162419.12_3	ENSG00000162419.12_3	GMEB1	gene	ENSG00000162419	ENSG00000162419	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000198492.16_7	ENSG00000198492.16_7	YTHDF2	gene	ENSG00000198492	ENSG00000198492	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000159023.21_9	ENSG00000159023.21_9	EPB41	gene	ENSG00000159023	ENSG00000159023	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000116353.16_6	ENSG00000116353.16_6	MECR	gene	ENSG00000116353	ENSG00000116353	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000134644.15_6	ENSG00000134644.15_6	PUM1	gene	ENSG00000134644	ENSG00000134644	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000121766.15_5	ENSG00000121766.15_5	ZCCHC17	gene	ENSG00000121766	ENSG00000121766	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000168528.12_5	ENSG00000168528.12_5	SERINC2	gene	ENSG00000168528	ENSG00000168528	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000025800.14_5	ENSG00000025800.14_5	KPNA6	gene	ENSG00000025800	ENSG00000025800	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000160050.14_4	ENSG00000160050.14_4	CCDC28B	gene	ENSG00000160050	ENSG00000160050	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000160055.19_4	ENSG00000160055.19_4	TMEM234	gene	ENSG00000160055	ENSG00000160055	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000176261.15_7	ENSG00000176261.15_7	ZBTB8OS	gene	ENSG00000176261	ENSG00000176261	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000162521.19_7	ENSG00000162521.19_7	RBBP4	gene	ENSG00000162521	ENSG00000162521	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000134684.10_4	ENSG00000134684.10_4	YARS1	gene	ENSG00000134684	ENSG00000134684	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000160097.19_7	ENSG00000160097.19_7	FNDC5	gene	ENSG00000160097	ENSG00000160097	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000116525.14_5	ENSG00000116525.14_5	TRIM62	gene	ENSG00000116525	ENSG00000116525	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000163866.9_6	ENSG00000163866.9_6	SMIM12	gene	ENSG00000163866	ENSG00000163866	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000189433.7_6	ENSG00000189433.7_6	GJB4	gene	ENSG00000189433	ENSG00000189433	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000187513.9_5	ENSG00000187513.9_5	GJA4	gene	ENSG00000187513	ENSG00000187513	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000197056.11_5	ENSG00000197056.11_5	ZMYM1	gene	ENSG00000197056	ENSG00000197056	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000116819.8_5	ENSG00000116819.8_5	TFAP2E	gene	ENSG00000116819	ENSG00000116819	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000116871.15_8	ENSG00000116871.15_8	MAP7D1	gene	ENSG00000116871	ENSG00000116871	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000214193.11_9	ENSG00000214193.11_9	SH3D21	gene	ENSG00000214193	ENSG00000214193	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000181817.6_5	ENSG00000181817.6_5	LSM10	gene	ENSG00000181817	ENSG00000181817	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000116885.18_6	ENSG00000116885.18_6	OSCP1	gene	ENSG00000116885	ENSG00000116885	TRUE	TRUE	eGene eIsof	FALSE	FALSE	Indeterminate
ENSG00000233621.2_9	ENSG00000233621.2_9	LINC01137	gene	ENSG00000233621	ENSG00000233621	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000163879.11_5	ENSG00000163879.11_5	DNALI1	gene	ENSG00000163879	ENSG00000163879	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000134697.13_8	ENSG00000134697.13_8	GNL2	gene	ENSG00000134697	ENSG00000134697	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000116922.14_7	ENSG00000116922.14_7	C1orf109	gene	ENSG00000116922	ENSG00000116922	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000185090.14_4	ENSG00000185090.14_4	MANEAL	gene	ENSG00000185090	ENSG00000185090	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000183386.10_5	ENSG00000183386.10_5	FHL3	gene	ENSG00000183386	ENSG00000183386	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000174574.16_5	ENSG00000174574.16_5	AKIRIN1	gene	ENSG00000174574	ENSG00000174574	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000168653.11_4	ENSG00000168653.11_4	NDUFS5	gene	ENSG00000168653	ENSG00000168653	TRUE	TRUE	eGene eIsof	TRUE	TRUE	Shared Distinct
ENSG00000183682.8_5	ENSG00000183682.8_5	BMP8A	gene	ENSG00000183682	ENSG00000183682	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000084072.17_5	ENSG00000084072.17_5	PPIE	gene	ENSG00000084072	ENSG00000084072	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000043514.17_7	ENSG00000043514.17_7	TRIT1	gene	ENSG00000043514	ENSG00000043514	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000131238.17_7	ENSG00000131238.17_7	PPT1	gene	ENSG00000131238	ENSG00000131238	TRUE	TRUE	eGene eIsof	FALSE	TRUE	Distinct only
ENSG00000049089.15_9	ENSG00000049089.15_9	COL9A2	gene	ENSG00000049089	ENSG00000049089	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
ENSG00000164002.11_8	ENSG00000164002.11_8	EXO5	gene	ENSG00000164002	ENSG00000164002	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000117010.17_5	ENSG00000117010.17_5	ZNF684	gene	ENSG00000117010	ENSG00000117010	FALSE	TRUE	eIsof only	FALSE	FALSE	N/A
ENSG00000117016.10_5	ENSG00000117016.10_5	RIMS3	gene	ENSG00000117016	ENSG00000117016	TRUE	FALSE	eGene only	FALSE	FALSE	N/A
